"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-19",,,,,"0.00",",,7,",,,,,"80",",,7","49",",,7","50",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-20",,,,,"2.41",",,7,",,,,,"67",",,7","50",",,7","51",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-21",,,,,"0.23",",,7,",,,,,"79",",,7","47",",,7","48",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-22",,,,,"0.00",",,7,",,,,,"68",",,7","36",",,7","37",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-23",,,,,"0.00",",,7,",,,,,"73",",,7","36",",,7","38",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-24",,,,,"0.00",",,7,",,,,,"63",",,7","37",",,7","37",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-25",,,,,"0.00",",,7,",,,,,"65",",,7","37",",,7","42",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-26",,,,,"0.58",",,7,",,,,,"47",",,7","38",",,7","39",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-27",,,,,"0.02",",,7,",,,,,"60",",,7","33",",,7","34",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-28",,,,,"0.00",",,7,",,,,,"64",",,7","34",",,7","39",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-29",,,,,"0.00",",,7,",,,,,"69",",,7","39",",,7","40",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-04-30",,,,,"0.00",",,7,",,,,,"76",",,7","40",",,7","44",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-01",,,,,"0.62",",,7,",,,,,"72",",,7","44",",,7","50",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-02",,,,,"0.08",",,7,",,,,,"61",",,7","44",",,7","44",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-03",,,,,"0.00",",,7,",,,,,"71",",,7","44",",,7","46",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-04",,,,,"0.00",",,7,",,,,,"80",",,7","44",",,7","45",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-05",,,,,"0.00",",,7,",,,,,"85",",,7","45",",,7","52",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-06",,,,,"0.02",",,7,",,,,,"87",",,7","52",",,7","58",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-07",,,,,"0.23",",,7,",,,,,"83",",,7","58",",,7","59",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-08",,,,,"0.00",",,7,",,,,,"74",",,7","55",",,7","56",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-09",,,,,"0.00",",,7,",,,,,"81",",,7","53",",,7","55",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-10",,,,,"0.00",",,7,",,,,,"78",",,7","55",",,7","62",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-11",,,,,"0.06",",,7,",,,,,"80",",,7","60",",,7","60",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-12",,,,,"0.00",",,7,",,,,,"85",",,7","60",",,7","63",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-13",,,,,"0.00",",,7,",,,,,"87",",,7","57",",,7","58",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-14",,,,,"0.00",",,7,",,,,,"72",",,7","41",",,7","43",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-15",,,,,"0.00",",,7,",,,,,"66",",,7","43",",,7","49",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-16",,,,,"0.00",",,7,",,,,,"76",",,7","49",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-17",,,,,"0.13",",,7,",,,,,"86",",,7","57",",,7","65",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-18",,,,,"0.56",",,7,",,,,,"77",",,7","65",",,7","65",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-19",,,,,"0.19",",,7,",,,,,"85",",,7","64",",,7","65",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-20",,,,,"0.00",",,7,",,,,,"86",",,7","56",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-21",,,,,"0.23",",,7,",,,,,"77",",,7","54",",,7","54",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-22",,,,,"0.00",",,7,",,,,,"54",",,7","45",",,7","48",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-23",,,,,"0.00",",,7,",,,,,"72",",,7","46",",,7","47",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-24",,,,,"0.00",",,7,",,,,,"73",",,7","47",",,7","49",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-25",,,,,"0.00",",,7,",,,,,"82",",,7","49",",,7","54",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-26",,,,,"0.00",",,7,",,,,,"81",",,7","54",",,7","56",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-27",,,,,"0.00",",,7,",,,,,"85",",,7","56",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-28",,,,,"0.00","T,,7,",,,,,"83",",,7","60",",,7","61",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-29",,,,,"0.00",",,7,",,,,,"85",",,7","61",",,7","62",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-30",,,,,"0.00",",,7,",,,,,"82",",,7","62",",,7","66",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-05-31",,,,,"0.00",",,7,",,,,,"86",",,7","61",",,7","62",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-01",,,,,"0.25",",,7,",,,,,"85",",,7","62",",,7","65",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-02",,,,,"1.68",",,7,",,,,,"85",",,7","64",",,7","65",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-03",,,,,"0.02",",,7,",,,,,"68",",,7","56",",,7","56",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-04",,,,,"0.56",",,7,",,,,,"58",",,7","55",",,7","55",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-05",,,,,"0.86",",,7,",,,,,"60",",,7","55",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-06",,,,,"0.00","T,,7,",,,,,"71",",,7","57",",,7","60",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-07",,,,,"0.00",",,7,",,,,,"80",",,7","58",",,7","59",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-08",,,,,"0.00",",,7,",,,,,"76",",,7","59",",,7","64",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-09",,,,,"0.00","T,,7,",,,,,"85",",,7","64",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-10",,,,,"0.00",",,7,",,,,,"82",",,7","55",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-11",,,,,"0.00",",,7,",,,,,"79",",,7","57",",,7","62",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-12",,,,,"0.00",",,7,",,,,,"88",",,7","62",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-13",,,,,"0.53",",,7,",,,,,"88",",,7","66",",,7","69",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-14",,,,,"0.18",",,7,",,,,,"86",",,7","66",",,7","67",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-15",,,,,"0.36",",,7,",,,,,"87",",,7","67",",,7","70",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-16",,,,,"0.00",",,7,",,,,,"90",",,7","70",",,7","74",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-17",,,,,"0.00","T,,7,",,,,,"90",",,7","70",",,7","70",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-18",,,,,"0.31",",,7,",,,,,"78",",,7","68",",,7","69",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-19",,,,,"0.00",",,7,",,,,,"89",",,7","69",",,7","72",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-20",,,,,"0.04",",,7,",,,,,"81",",,7","68",",,7","68",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-21",,,,,"1.02",",,7,",,,,,"88",",,7","68",",,7","69",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-22",,,,,"0.00",",,7,",,,,,"86",",,7","68",",,7","68",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-23",,,,,"0.00","T,,7,",,,,,"87",",,7","67",",,7","70",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-24",,,,,"0.01",",,7,",,,,,"91",",,7","68",",,7","69",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-25",,,,,"0.00",",,7,",,,,,"83",",,7","65",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-26",,,,,"0.42",",,7,",,,,,"85",",,7","66",",,7","67",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-27",,,,,"1.43",",,7,",,,,,"73",",,7","67",",,7","67",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-28",,,,,"0.43",",,7,",,,,,"75",",,7","61",",,7","63",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-29",,,,,"0.00",",,7,",,,,,"75",",,7","53",",,7","55",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-06-30",,,,,"0.00",",,7,",,,,,"79",",,7","55",",,7","60",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-01",,,,,"0.00","T,,7,",,,,,"81",",,7","60",",,7","63",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-02",,,,,"0.00",",,7,",,,,,"82",",,7","63",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-03",,,,,"0.00",",,7,",,,,,"74",",,7","61",",,7","62",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-04",,,,,"0.05",",,7,",,,,,"73",",,7","62",",,7","67",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-05",,,,,"0.02",",,7,",,,,,"83",",,7","63",",,7","65",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-06",,,,,"0.26",",,7,",,,,,"77",",,7","65",",,7","68",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-07",,,,,"0.04",",,7,",,,,,"78",",,7","65",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-08",,,,,"0.00",",,7,",,,,,"86",",,7","66",",,7","69",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-09",,,,,"0.01",",,7,",,,,,"79",",,7","69",",,7","72",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-10",,,,,"0.00","T,,7,",,,,,"89",",,7","71",",,7","71",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-11",,,,,"0.85",",,7,",,,,,"84",",,7","66",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-12",,,,,"0.05",",,7,",,,,,"76",",,7","62",",,7","63",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-07-13",,,,,"0.15",",,7,",,,,,"81",",,7","63",",,7","68",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-01",,,,,"0.00",",,7,",,,,,"84",",,7","60",",,7","61",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-02",,,,,"0.00",",,7,",,,,,"87",",,7","58",",,7","60",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-03",,,,,"0.00",",,7,",,,,,"81",",,7","59",",,7","60",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-04",,,,,"0.00",",,7,",,,,,"88",",,7","60",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-05",,,,,"0.00",",,7,",,,,,"88",",,7","65",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-06",,,,,"0.00",",,7,",,,,,"87",",,7","63",",,7","64",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-07",,,,,"0.37",",,7,",,,,,"75",",,7","64",",,7","64",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-08",,,,,,,,,,,"69",",,7","63",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-09",,,,,,,,,,,"80",",,7","64",",,7","65",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-10",,,,,,,,,,,"84",",,7","65",",,7","68",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-11","    4",",,7","0.76",",,7",,,,,,,"72",",,7","67",",,7","69",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-12",,,,,"0.02",",,7,",,,,,"85",",,7","60",",,7","61",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-13",,,,,"0.00",",,7,",,,,,"82",",,7","58",",,7","59",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-14",,,,,"0.00",",,7,",,,,,"82",",,7","56",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-15",,,,,"0.00",",,7,",,,,,"84",",,7","57",",,7","61",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-16",,,,,"0.00",",,7,",,,,,"85",",,7","61",",,7","64",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-17",,,,,"0.00",",,7,",,,,,"88",",,7","64",",,7","65",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-18",,,,,"0.00",",,7,",,,,,"90",",,7","65",",,7","67",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-19",,,,,"0.10",",,7,",,,,,"81",",,7","67",",,7","70",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-20",,,,,"0.03",",,7,",,,,,"80",",,7","70",",,7","72",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-21",,,,,"0.00",",,7,",,,,,"85",",,7","64",",,7","64",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-22",,,,,"0.00",",,7,",,,,,"80",",,7","56",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-23",,,,,"0.00",",,7,",,,,,"83",",,7","57",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-24",,,,,"0.00",",,7,",,,,,"84",",,7","57",",,7","64",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-25",,,,,"0.00",",,7,",,,,,"90",",,7","60",",,7","60",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-26",,,,,"0.00",",,7,",,,,,"85",",,7","57",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-27",,,,,"0.00",",,7,",,,,,"78",",,7","54",",,7","55",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-28",,,,,"0.00",",,7,",,,,,"79",",,7","55",",,7","58",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-29",,,,,"0.00",",,7,",,,,,"81",",,7","58",",,7","59",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-30",,,,,"0.00",",,7,",,,,,"85",",,7","59",",,7","63",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-08-31",,,,,"0.00","T,,7,",,,,,"85",",,7","63",",,7","67",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-01",,,,,"0.00",",,7,",,,,,"86",",,7","62",",,7","62",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-02",,,,,"0.00",",,7,",,,,,"88",",,7","62",",,7","70",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-03",,,,,"0.02",",,7,",,,,,"89",",,7","63",",,7","63",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-04",,,,,"0.00",",,7,",,,,,"89",",,7","63",",,7","68",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-05",,,,,"0.02",",,7,",,,,,"88",",,7","66",",,7","68",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-06",,,,,"0.00","T,,7,",,,,,"82",",,7","61",",,7","62",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-07",,,,,"0.00",",,7,",,,,,"85",",,7","59",",,7","60",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-08",,,,,"0.00",",,7,",,,,,"88",",,7","60",",,7","63",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-09",,,,,"0.00",",,7,",,,,,"89",",,7","63",",,7","66",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-10",,,,,"0.12",",,7,",,,,,"89",",,7","66",",,7","70",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-11",,,,,"1.01",",,7,",,,,,"78",",,7","60",",,7","60",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-12",,,,,"0.69",",,7,",,,,,"82",",,7","60",",,7","63",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-13",,,,,"0.09",",,7,",,,,,"71",",,7","53",",,7","53",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-14",,,,,"0.00",",,7,",,,,,"69",",,7","44",",,7","44",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-15",,,,,"0.00",",,7,",,,,,"75",",,7","44",",,7","47",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-16",,,,,"0.00",",,7,",,,,,"81",",,7","47",",,7","50",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-17",,,,,"0.00",",,7,",,,,,"83",",,7","50",",,7","53",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-18",,,,,"0.00",",,7,",,,,,"83",",,7","53",",,7","53",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-19",,,,,"0.00",",,7,",,,,,"84",",,7","53",",,7","55",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-20",,,,,"0.00",",,7,",,,,,"84",",,7","55",",,7","59",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-21",,,,,"0.00","T,,7,",,,,,"78",",,7","56",",,7","56",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-22",,,,,"1.64",",,7,",,,,,"59",",,7","56",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-23",,,,,"0.00",",,7,",,,,,"67",",,7","50",",,7","51",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-24",,,,,"0.00",",,7,",,,,,"74",",,7","49",",,7","49",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-25",,,,,"0.00",",,7,",,,,,"75",",,7","49",",,7","58",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-26",,,,,"0.33",",,7,",,,,,"66",",,7","57",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-27",,,,,"0.34",",,7,",,,,,"64",",,7","56",",,7","57",",,7",,,,,,,,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-28",,,,,"0.13",",,7,",,,,,"65",",,7","57",",,7","63",",,7",,,,,"    1",",,7",,,,,,,,,,
"USC00443213","FREE UNION, VA US","38.09079","-78.58937","179.8","2015-09-29",,,,,"0.29",",,7,",,,,,"70",",,7","63",",,7","68",",,7",,,,,,,,,,,,,,,,
